census_tract_GEOID,eviction_rate,total_evictions,eviction_filings,foreclosure_sales,foreclosure_rate,lien_foreclosures,lien_foreclosure_rate,year
12057013311,0.439393939,17.57575756,40.0,5.0,1.6339869281045754,2.0,0.33003300330033,2019
12057000800,0.531446541,36.669811329,69.0,3.0,0.6578947368421052,,,2019
12057004200,0.540540541,5.945945951000001,11.0,10.0,5.347593582887701,,,2019
12057004300,0.487437186,2.924623116,6.0,1.0,12.5,,,2019
12057005101,0.386666667,14.693333346,38.0,47.0,19.34156378600823,3.0,0.9174311926605504,2019
12057005900,0.470588235,4.70588235,10.0,7.0,0.5223880597014926,2.0,0.097323600973236,2019
12057006700,0.590909091,10.636363638,18.0,2.0,0.1354096140825998,2.0,0.1032524522457408,2019
12057010106,0.595744681,4.170212767,7.0,7.0,1.0071942446043165,,,2019
12057010204,0.5792682929999999,71.829268332,124.0,5.0,0.8445945945945946,2.0,0.1895734597156398,2019
12057010805,0.574754902,124.147058832,216.0,1.0,0.9345794392523364,0.0,0.0,2019
12057010900,,,,,,,,2019
12057011007,0.428571429,2.571428574,6.0,5.0,0.6510416666666667,3.0,0.2811621368322399,2019
12057011010,0.610687023,28.091603058,46.0,5.0,0.7246376811594203,5.0,0.5005005005005005,2019
12057011205,0.764705882,6.117647056,8.0,2.0,0.3454231433506045,0.0,0.0,2019
12057011410,0.375,6.0,16.0,7.0,0.440251572327044,5.0,0.2401536983669548,2019
12057011411,0.444444444,1.777777776,4.0,3.0,0.8310249307479225,1.0,0.1949317738791423,2019
12057011204,0.433823529,73.74999993,170.0,4.0,0.3976143141153081,0.0,0.0,2019
12057011301,0.4642857139999999,2.785714284,6.0,5.0,0.6765899864682002,1.0,0.0958772770853307,2019
12057011414,0.406091371,23.553299518000003,58.0,8.0,0.7575757575757576,2.0,0.1392757660167131,2019
12057011610,0.515625,19.59375,38.0,4.0,0.8247422680412372,0.0,0.0,2019
12057000102,0.591101695,68.56779662,116.0,3.0,0.641025641025641,0.0,0.0,2019
12057011504,1.0,1.0,1.0,3.0,0.7518796992481203,0.0,0.0,2019
12057014106,0.526315789,7.368421046,14.0,4.0,0.6884681583476765,0.0,0.0,2019
12057012800,0.583333333,3.499999998,6.0,13.0,1.808066759388039,,,2019
12057010108,0.5,1.0,2.0,2.0,0.5882352941176471,,,2019
